Site	treat	PLOT	PLANT	size.06	size.07	fruit.06	fruit.07	esc.06	esc.07	ramet.06	ramet.07	stage.06	stage.07	cl.rep.06.07	ori.07	fam.count06	fam.count07
6	H	17	175	16	21	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	H	17	221	19	32	0	0	NA	NA	0	1	S	AR1	0	NA	0	2
6	H	17	238	14	23	0	0	NA	NA	0	1	S	AR1	NA	1	NA	3
6	H	17	277	NA	17	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	17	278	NA	26	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	3
6	H	17	278.1	NA	11	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	3
6	H	17	278.2	NA	9	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	3
6	H	17	279	NA	9	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	18	178	13	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	18	179	48	35	1	0	2	NA	1	1	AR1	AR1	0	NA	2	2
6	H	18	181	21	27	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	18	182	11	12	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	18	183	24	25	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	18	184	26	34	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	18	185	42	43	1	0	1	NA	0	0	A	A	0	NA	0	0
6	H	18	188	21	26	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	H	18	189	13	14	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
6	H	18	190	37	43	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	18	191	22	33	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	18	193	22	18	0	0	NA	NA	0	0	A	S	0	NA	0	0
6	H	18	195	NA	8	0	NA	NA	NA	0	0	S	S	0	NA	0	0
6	H	18	198	43	32	1	0	1	NA	1	1	AR1	AR1	0	NA	3	3
6	H	18	200	46	47	1	0	2	NA	0	0	A	A	0	NA	0	0
6	H	18	201	46	39	1	0	2	NA	0	1	A	AR1	1	NA	0	2
6	H	18	201.1	NA	30	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	2
6	H	18	203	24	43	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
6	H	18	205	30	35	0	0	NA	NA	1	1	AR1	AR1	0	NA	3	3
6	H	18	208	18	19	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
6	H	18	209	14	11	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
6	H	18	210	19	22	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	18	212	15	20	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	18	213	19	23	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	H	18	216	12	13	0	NA	NA	NA	1	1	SR	SR	0	NA	2	2
6	H	18	218	18	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
6	H	18	220	19	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
6	H	18	224	56	43	1	0	1	NA	0	1	A	AR1	1	NA	0	4
6	H	18	224.1	NA	35	0	0	NA	NA	NA	1	NA	AR1	NA	1	NA	4
6	H	18	228	43	18	1	0	1	NA	1	1	AR2	SR	1	NA	5	8
6	H	18	228.1	NA	19	0	0	NA	NA	NA	1	NA	SR	NA	1	NA	8
6	H	18	232	24	28	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	H	18	238	NA	25	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	H	18	246	NA	26	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
6	H	18	247	NA	12	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	18	248	NA	20	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
6	H	18	248.1	NA	14	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	2
6	H	18	266	NA	21	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
6	H	18	268	NA	8	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	18	269	NA	28	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
6	H	18	270	NA	14	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	2
6	H	18	270.1	NA	13	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	2
6	H	18	271	NA	9	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	18	272	NA	16	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	2
6	H	18	272.1	NA	10	0	NA	NA	NA	NA	1	NA	SR	NA	0	NA	2
6	H	18	273	NA	15	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	18	274	NA	19	0	NA	NA	NA	NA	0	NA	S	NA	0	NA	0
6	H	18	275	NA	30	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
6	H	18	275.1	NA	33	0	0	NA	NA	NA	1	NA	AR1	NA	0	NA	2
6	H	18	276	NA	36	0	0	NA	NA	NA	0	NA	A	NA	0	NA	0
6	H	18	*51	14	23	0	0	NA	NA	1	1	SR	AR1	0	NA	3	3
6	UH	19	1	59	NA	1	NA	7	NA	0	NA	A	dead	0	NA	0	NA
6	UH	19	3	9	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	19	6	12	NA	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	19	7	46	NA	1	0	2	NA	1	1	AR1	AR1	0	NA	3	3
6	UH	19	10	55	NA	1	0	2	NA	1	1	AR1	AR1	0	NA	2	3
6	UH	19	12	23	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	19	14	58	NA	1	0	1	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	19	15	46	NA	1	0	9	NA	0	1	A	AR1	1	NA	0	3
6	UH	19	16	51	NA	1	0	8	NA	0	1	A	AR1	1	NA	0	2
6	UH	19	18	53	NA	1	NA	7	NA	1	NA	AR1	dead	0	NA	2	NA
6	UH	19	20	39	NA	1	0	2	NA	1	1	AR1	AR1	1	NA	2	4
6	UH	19	21	25	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	2	NA
6	UH	19	24	39	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	20	26	38	NA	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
6	UH	20	27	34	NA	1	0	1	NA	1	1	AR2	AR2	0	NA	5	5
6	UH	20	28	33	NA	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
6	UH	20	30	59	NA	1	0	2	NA	1	1	AR1	AR1	1	NA	2	4
6	UH	20	32	53	NA	1	0	2	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	20	34	34	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	20	37	41	NA	1	0	1	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	20	38	37	NA	1	0	1	NA	0	0	A	A	0	NA	0	0
6	UH	20	40	25	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	20	43	63	NA	1	0	4	NA	1	1	AR1	AR1	1	NA	3	4
6	UH	20	44	41	NA	0	0	NA	NA	0	0	A	A	0	NA	0	1
6	UH	20	45	51	NA	1	0	2	NA	0	1	A	AR1	1	NA	0	2
6	UH	21	46	42	NA	0	0	NA	NA	1	1	AR2	AR2	0	NA	11	8
6	UH	21	47	42	NA	0	NA	NA	NA	1	NA	AR2	dead	0	NA	11	NA
6	UH	21	48	76	NA	1	0	3	NA	1	1	AR2	AR2	0	NA	11	8
6	UH	21	52	76	NA	1	0	3	NA	1	1	AR2	AR2	0	NA	11	8
6	UH	21	56	70	NA	1	NA	9	NA	1	NA	AR2	dead	0	NA	11	NA
6	UH	21	60	78	NA	1	NA	7	NA	1	NA	AR1	dead	0	NA	3	NA
6	UH	21	61	37	NA	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	6
6	UH	21	65	70	NA	1	0	5	NA	1	1	AR2	AR2	1	NA	5	6
6	UH	21	68	62	NA	1	0	5	NA	1	1	AR2	AR2	0	NA	5	6
6	UH	21	71	52	NA	1	0	2	NA	1	1	AR2	AR2	0	NA	5	6
6	UH	21	74	60	NA	1	0	3	NA	1	1	AR2	AR2	1	NA	10	12
6	UH	21	75	45	NA	0	0	NA	NA	1	1	AR2	AR2	0	NA	10	12
6	UH	21	80	50	NA	1	0	3	NA	1	1	AR2	AR2	0	NA	10	12
6	UH	21	88	69	NA	1	0	4	NA	1	1	AR2	AR2	0	NA	6	5
6	UH	21	*206	15	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	2	NA
6	UH	21	*57	33	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	2	NA
6	UH	22	89	64	NA	1	0	5	NA	0	1	A	AR1	1	NA	0	2
6	UH	22	92	32	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	22	96	26	NA	0	0	NA	NA	1	1	AR2	AR2	0	NA	6	7
6	UH	22	98	28	NA	1	0	1	NA	1	1	AR2	AR2	0	NA	6	7
6	UH	22	100	37	NA	0	NA	NA	NA	0	NA	A	dead	0	NA	0	NA
6	UH	22	102	19	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
6	UH	22	104	34	NA	0	0	NA	NA	1	1	AR2	AR1	0	NA	6	4
6	UH	22	107	38	NA	1	0	1	NA	1	1	AR2	AR1	0	NA	6	4
6	UH	22	110	44	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	22	111	42	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	22	114	43	NA	1	0	2	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	22	116	30	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	22	117	19	NA	0	0	NA	NA	1	1	SR	AR1	0	NA	3	2
6	UH	22	120	44	NA	0	0	NA	NA	0	0	A	A	0	NA	0	0
6	UH	22	121	54	NA	1	1	2	3	0	0	A	A	0	NA	0	0
6	UH	22	*112	33	NA	0	NA	NA	NA	1	NA	AR1	dead	0	NA	2	NA
6	UH	23	122	59	NA	1	1	3	1	0	1	A	AR1	1	NA	0	2
6	UH	23	124	54	NA	1	1	3	3	1	1	AR1	AR1	0	NA	2	3
6	UH	23	126	40	NA	0	1	NA	4	0	0	A	A	0	NA	0	0
6	UH	23	130	47	NA	0	0	NA	NA	1	1	AR2	AR2	0	NA	5	5
6	UH	23	137	37	NA	0	1	NA	2	1	1	AR2	AR2	0	NA	7	9
6	UH	23	143	23	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	4	4
6	UH	23	147	12	NA	0	0	NA	NA	0	0	S	A	0	NA	0	0
6	UH	23	159	70	NA	1	0	11	NA	1	1	AR1	AR2	1	NA	4	7
6	UH	23	164	37	NA	0	0	NA	NA	1	1	AR1	AR1	0	NA	2	2
6	UH	23	166	8	NA	0	NA	NA	NA	0	NA	S	dead	0	NA	0	NA
6	UH	24	186	10	NA	0	NA	NA	NA	1	NA	SR	dead	0	NA	3	NA
6	UH	24	197	76	NA	1	0	14	NA	1	1	AR1	AR1	0	NA	3	4
