Label,Site,Transect,Species,Area,Perim.,Major,Minor,Angle
Kahakili Transect 1_18.tif:mc13,Kahekili,1,M. capitata,0.8,3.6,1.3,0.8,152.3
Kahakili Transect 1_18.tif:mc14,Kahekili,1,M. capitata,10.1,12.4,4,3.2,140.4
Kahakili Transect 1_18.tif:mc15,Kahekili,1,M. capitata,4.3,11.7,3.9,1.4,154.8
Kahakili Transect 1_18.tif:mc16,Kahekili,1,M. capitata,4.7,10.6,3.3,1.8,79.9
Kahakili Transect 1_18.tif:mc17,Kahekili,1,M. capitata,2.9,8.6,2.2,1.7,59.3
Kahakili Transect 1_18.tif:mc18,Kahekili,1,M. capitata,0.7,3.2,1.1,0.8,173.7
Kahakili Transect 1_18.tif:mc19,Kahekili,1,M. capitata,3,7.5,2.1,1.8,66.3
Kahakili Transect 1_18.tif:mc2,Kahekili,1,M. capitata,1.4,4.8,1.5,1.3,168.5
Kahakili Transect 1_18.tif:mc20,Kahekili,1,M. capitata,19.6,25.2,6.8,3.7,142.5
Kahakili Transect 1_18.tif:mc21,Kahekili,1,M. capitata,3.5,8.5,2.9,1.5,56.3
Kahakili Transect 1_18.tif:mc22,Kahekili,1,M. capitata,11.7,16.4,5.6,2.7,33.4
Kahakili Transect 1_18.tif:mc23,Kahekili,1,M. capitata,7,12.1,5,1.8,84.1
Kahakili Transect 1_18.tif:mc3,Kahekili,1,M. capitata,18.6,20.5,5.5,4.3,178.4
Kahakili Transect 1_18.tif:mc4,Kahekili,1,M. capitata,0.7,3.6,1.1,0.8,121.2
Kahakili Transect 1_18.tif:mc5,Kahekili,1,M. capitata,6,13.4,4.9,1.6,172.1
Kahakili Transect 1_18.tif:mc6,Kahekili,1,M. capitata,4.6,8,2.8,2.1,83.3
Kahakili Transect 1_18.tif:mc7,Kahekili,1,M. capitata,6.3,9.5,3.6,2.2,171.6
Kahakili Transect 1_18.tif:mc8,Kahekili,1,M. capitata,6.6,12.3,3.7,2.3,98.2
Kahakili Transect 1_18.tif:mc9,Kahekili,1,M. capitata,2.4,7.9,2.8,1.1,26.3
Kahakili Transect 1_18.tif:mp1,Kahekili,1,M. patula,94.2,47.6,13.5,8.9,100.1
Kahakili Transect 1_18.tif:mp10,Kahekili,1,M. patula,10,13.5,5,2.6,105.5
Kahakili Transect 1_18.tif:mp11,Kahekili,1,M. patula,27,26.7,8,4.3,109.6
Kahakili Transect 1_18.tif:mp12,Kahekili,1,M. patula,7.9,15.3,5.3,1.9,156.6
Kahakili Transect 1_18.tif:mp13,Kahekili,1,M. patula,22.1,20.7,8.2,3.4,104.3
Kahakili Transect 1_18.tif:mp14,Kahekili,1,M. patula,34.2,44.2,9.3,4.7,61.3
Kahakili Transect 1_18.tif:mp15,Kahekili,1,M. patula,7.5,11.5,3.6,2.6,12.5
Kahakili Transect 1_18.tif:mp2,Kahekili,1,M. patula,27.8,32,7.4,4.8,109.3
Kahakili Transect 1_18.tif:mp3,Kahekili,1,M. patula,3.3,11.7,4.7,0.9,109.4
Kahakili Transect 1_18.tif:mp4,Kahekili,1,M. patula,5.9,10.8,3.4,2.2,6.4
Kahakili Transect 1_18.tif:mp5,Kahekili,1,M. patula,238.9,72.6,20.6,14.8,88.8
Kahakili Transect 1_18.tif:mp6,Kahekili,1,M. patula,32.1,35.2,8.1,5,119.1
Kahakili Transect 1_18.tif:mp7,Kahekili,1,M. patula,100.5,60.6,13,9.9,138.3
Kahakili Transect 1_18.tif:mp8,Kahekili,1,M. patula,5.8,9,2.8,2.7,167.9
Kahakili Transect 1_18.tif:mp9,Kahekili,1,M. patula,19.3,29.6,9.1,2.7,35.2
Kahakili Transect 1_18.tif:pc1,Kahekili,1,P. compressa,19.9,26.7,6.9,3.7,115.6
Kahakili Transect 1_18.tif:pl1,Kahekili,1,P. lobata,968.6,137.8,38,32.4,66.2
Kahakili Transect 1_18.tif:pm1,Kahekili,1,P. meandrina,257.2,106.4,18.3,17.9,154.6
Kahakili Transect 1_18.tif:pm2,Kahekili,1,P. meandrina,431.8,125.9,24.8,22.1,9.6
Kahakili Transect 1_19.tif:mc1,Kahekili,1,M. capitata,4.1,8,2.7,1.9,171.3
Kahakili Transect 1_19.tif:mc2,Kahekili,1,M. capitata,29.3,29.1,8.5,4.4,168.6
Kahakili Transect 1_19.tif:mc3,Kahekili,1,M. capitata,3,8.2,3.4,1.1,82.4
Kahakili Transect 1_19.tif:mc4,Kahekili,1,M. capitata,2.2,6.3,1.9,1.5,83.4
Kahakili Transect 1_19.tif:mc5,Kahekili,1,M. capitata,3.8,8.3,3.2,1.5,0.9
Kahakili Transect 1_19.tif:mc6,Kahekili,1,M. capitata,1.6,5.2,1.6,1.3,12.5
Kahakili Transect 1_19.tif:mc7,Kahekili,1,M. capitata,1.5,4.8,1.7,1.1,53.1
Kahakili Transect 1_19.tif:mc8,Kahekili,1,M. capitata,31.9,33.2,9.8,4.2,158.8
Kahakili Transect 1_19.tif:mc9,Kahekili,1,M. capitata,4.5,9.4,3.3,1.7,132.3
Kahakili Transect 1_19.tif:mp1,Kahekili,1,M. patula,9.8,15.3,4.7,2.6,168.1
Kahakili Transect 1_19.tif:mp2,Kahekili,1,M. patula,201.7,81.1,18.6,13.8,5.9
Kahakili Transect 1_19.tif:mp3,Kahekili,1,M. patula,2.3,6.4,2.1,1.4,94.4
Kahakili Transect 1_19.tif:mp4,Kahekili,1,M. patula,70.4,64.5,16.5,5.4,26
Kahakili Transect 1_19.tif:mp5,Kahekili,1,M. patula,63.8,34,10.7,7.6,79.1
Kahakili Transect 1_19.tif:pc1,Kahekili,1,P. compressa,40.9,42.8,10,5.2,171.4
Kahakili Transect 1_19.tif:pm1,Kahekili,1,P. meandrina,512.8,117.1,28.1,23.2,74.3
Kahakili Transect 1_20.tif:mc1,Kahekili,1,M. capitata,37.4,25.7,9.1,5.2,172.2
Kahakili Transect 1_20.tif:mc10,Kahekili,1,M. capitata,1.8,5.9,2,1.1,38.7
Kahakili Transect 1_20.tif:mc11,Kahekili,1,M. capitata,1.8,5.4,1.9,1.2,17.6
Kahakili Transect 1_20.tif:mc12,Kahekili,1,M. capitata,2,6,1.8,1.4,65.8
Kahakili Transect 1_20.tif:mc13,Kahekili,1,M. capitata,3,8,3,1.3,53.2
Kahakili Transect 1_20.tif:mc14,Kahekili,1,M. capitata,3.7,8,3.1,1.5,142.5
Kahakili Transect 1_20.tif:mc15,Kahekili,1,M. capitata,2.1,6.6,2.8,1,51.3
Kahakili Transect 1_20.tif:mc16,Kahekili,1,M. capitata,4.8,9.4,3.4,1.8,31.1
Kahakili Transect 1_20.tif:mc17,Kahekili,1,M. capitata,7.1,10.5,4.1,2.2,115.6
Kahakili Transect 1_20.tif:mc2,Kahekili,1,M. capitata,6.7,17,4.7,1.8,66.3
Kahakili Transect 1_20.tif:mc3,Kahekili,1,M. capitata,9.1,12.2,3.6,3.3,72.7
Kahakili Transect 1_20.tif:mc4,Kahekili,1,M. capitata,8.5,10.8,3.4,3.2,47.4
Kahakili Transect 1_20.tif:mc5,Kahekili,1,M. capitata,20.3,27.9,6.3,4.1,68.8
Kahakili Transect 1_20.tif:mc6,Kahekili,1,M. capitata,1.6,5,1.7,1.2,107.1
Kahakili Transect 1_20.tif:mc7,Kahekili,1,M. capitata,1.8,6,1.9,1.2,45.3
Kahakili Transect 1_20.tif:mc8,Kahekili,1,M. capitata,3.5,7.2,2.7,1.6,172.8
Kahakili Transect 1_20.tif:mc9,Kahekili,1,M. capitata,5.9,11.4,3.3,2.3,135.4
Kahakili Transect 1_20.tif:mp1,Kahekili,1,M. patula,235.4,72.8,18.6,16.1,30
Kahakili Transect 1_20.tif:mp10,Kahekili,1,M. patula,327.9,90.7,22.5,18.5,177.8
Kahakili Transect 1_20.tif:mp11,Kahekili,1,M. patula,55.8,35.4,11.4,6.2,81.1
Kahakili Transect 1_20.tif:mp12,Kahekili,1,M. patula,59.9,34.6,10.6,7.2,110.9
Kahakili Transect 1_20.tif:mp13,Kahekili,1,M. patula,5.4,10.3,3.3,2.1,104.3
Kahakili Transect 1_20.tif:mp14,Kahekili,1,M. patula,42.3,33.7,8.2,6.6,89.6
Kahakili Transect 1_20.tif:mp15,Kahekili,1,M. patula,5.1,9.7,3.2,2,12.1
Kahakili Transect 1_20.tif:mp16,Kahekili,1,M. patula,93.3,65.2,16.6,7.2,27.9
Kahakili Transect 1_20.tif:mp17,Kahekili,1,M. patula,3,8.5,2.7,1.4,6.5
Kahakili Transect 1_20.tif:mp18,Kahekili,1,M. patula,10.7,14.4,6.1,2.3,147.9
Kahakili Transect 1_20.tif:mp19,Kahekili,1,M. patula,64.5,43.8,10.2,8,96.3
Kahakili Transect 1_20.tif:mp2,Kahekili,1,M. patula,62.9,47.4,14.2,5.7,164
Kahakili Transect 1_20.tif:mp20,Kahekili,1,M. patula,2.9,6.8,2.6,1.4,42.8
Kahakili Transect 1_20.tif:mp21,Kahekili,1,M. patula,58.9,43.4,10.4,7.2,118.8
Kahakili Transect 1_20.tif:mp22,Kahekili,1,M. patula,90,56.6,14.3,8,79.2
Kahakili Transect 1_20.tif:mp23,Kahekili,1,M. patula,43.1,39.2,9.4,5.8,41.8
Kahakili Transect 1_20.tif:mp24,Kahekili,1,M. patula,56,43.1,13.1,5.5,39.1
Kahakili Transect 1_20.tif:mp25,Kahekili,1,M. patula,20.6,22.5,6.7,3.9,129.3
Kahakili Transect 1_20.tif:mp26,Kahekili,1,M. patula,16.3,19.1,5.8,3.6,76
Kahakili Transect 1_20.tif:mp27,Kahekili,1,M. patula,28.4,26.4,11,3.3,136.8
Kahakili Transect 1_20.tif:mp28,Kahekili,1,M. patula,7.5,11.2,3.3,2.9,136.5
Kahakili Transect 1_20.tif:mp29,Kahekili,1,M. patula,18.2,19.9,7,3.3,16.9
Kahakili Transect 1_20.tif:mp3,Kahekili,1,M. patula,97.9,77.6,15.9,7.8,118.4
Kahakili Transect 1_20.tif:mp4,Kahekili,1,M. patula,149,76.3,19.5,9.7,20.2
Kahakili Transect 1_20.tif:mp5,Kahekili,1,M. patula,15.6,19.2,5.5,3.6,64.8
Kahakili Transect 1_20.tif:mp6,Kahekili,1,M. patula,22,34.4,7.2,3.9,142.3
Kahakili Transect 1_20.tif:mp7,Kahekili,1,M. patula,14.4,19.3,5.3,3.5,99.7
Kahakili Transect 1_20.tif:mp8,Kahekili,1,M. patula,31.5,27.8,8.8,4.6,82.4
Kahakili Transect 1_20.tif:mp9,Kahekili,1,M. patula,5.6,8.8,3,2.4,109.5
Kahakili Transect 1_20.tif:pc1,Kahekili,1,P. compressa,5.8,9.8,3.4,2.2,155.8
Kahakili Transect 1_20.tif:pl1,Kahekili,1,P. lobata,29.5,24.8,8.5,4.4,104.6
Kahakili Transect 1_20.tif:pl2,Kahekili,1,P. lobata,27.9,25.5,9,3.9,66.3
Kahakili Transect 1_20.tif:pl3,Kahekili,1,P. lobata,191.7,80.9,16.4,14.9,75.4
Kahakili Transect 1_20.tif:pl4,Kahekili,1,P. lobata,5.1,8.3,2.7,2.4,72.9
Kahakili Transect 1_20.tif:pl5,Kahekili,1,P. lobata,175.1,77.4,22,10.2,91.4
Kahakili Transect 1_20.tif:pm1,Kahekili,1,P. meandrina,117.4,55.5,16.8,8.9,29.6
Kahakili Transect 1_20.tif:pm2,Kahekili,1,P. meandrina,188.8,76.2,17,14.2,164.3
Kahakili Transect 1_21.tif:mc1,Kahekili,1,M. capitata,8.3,13,4.1,2.6,32
Kahakili Transect 1_21.tif:mc10,Kahekili,1,M. capitata,3.4,7.1,2.6,1.6,38
Kahakili Transect 1_21.tif:mc11,Kahekili,1,M. capitata,1.6,4.7,1.6,1.3,11.8
Kahakili Transect 1_21.tif:mc12,Kahekili,1,M. capitata,2.9,7.1,2.7,1.4,176.7
Kahakili Transect 1_21.tif:mc13,Kahekili,1,M. capitata,3.6,8.5,3.1,1.5,72.9
Kahakili Transect 1_21.tif:mc14,Kahekili,1,M. capitata,1.3,4.2,1.4,1.2,42.8
Kahakili Transect 1_21.tif:mc15,Kahekili,1,M. capitata,0.8,3.5,1.2,0.8,18.7
Kahakili Transect 1_21.tif:mc16,Kahekili,1,M. capitata,3.2,7.3,2.5,1.6,12.7
Kahakili Transect 1_21.tif:mc17,Kahekili,1,M. capitata,2.2,7,2.7,1,13.3
Kahakili Transect 1_21.tif:mc18,Kahekili,1,M. capitata,1.1,4.6,1.2,1.1,155.8
Kahakili Transect 1_21.tif:mc19,Kahekili,1,M. capitata,0.5,2.8,0.9,0.8,178.3
Kahakili Transect 1_21.tif:mc2,Kahekili,1,M. capitata,3.6,8.4,2.5,1.8,53.3
Kahakili Transect 1_21.tif:mc20,Kahekili,1,M. capitata,1.8,6.2,1.7,1.3,15.4
Kahakili Transect 1_21.tif:mc21,Kahekili,1,M. capitata,3.1,6.8,2.3,1.7,5.9
Kahakili Transect 1_21.tif:mc22,Kahekili,1,M. capitata,1.4,5,2,0.9,155
Kahakili Transect 1_21.tif:mc23,Kahekili,1,M. capitata,7.6,12.6,3.5,2.7,6.7
Kahakili Transect 1_21.tif:mc24,Kahekili,1,M. capitata,0.4,2.7,1,0.5,160.8
Kahakili Transect 1_21.tif:mc25,Kahekili,1,M. capitata,3.3,6.7,2.4,1.8,65.4
Kahakili Transect 1_21.tif:mc26,Kahekili,1,M. capitata,12.3,16.4,5.6,2.8,102.8
Kahakili Transect 1_21.tif:mc27,Kahekili,1,M. capitata,1.4,5.4,1.9,0.9,151.4
Kahakili Transect 1_21.tif:mc28,Kahekili,1,M. capitata,3.4,8.5,2.4,1.8,93.1
Kahakili Transect 1_21.tif:mc29,Kahekili,1,M. capitata,3.7,7.8,2.4,2,159.3
Kahakili Transect 1_21.tif:mc3,Kahekili,1,M. capitata,1.4,4.5,1.7,1.1,149.6
Kahakili Transect 1_21.tif:mc30,Kahekili,1,M. capitata,18.5,25.7,6.3,3.8,45.3
Kahakili Transect 1_21.tif:mc31,Kahekili,1,M. capitata,2.2,6.6,2.7,1,23.4
Kahakili Transect 1_21.tif:mc32,Kahekili,1,M. capitata,2.3,6.3,2.3,1.3,12.1
Kahakili Transect 1_21.tif:mc33,Kahekili,1,M. capitata,4.4,9.1,2.7,2.1,60.1
Kahakili Transect 1_21.tif:mc34,Kahekili,1,M. capitata,7.4,12.3,3.8,2.5,9.1
Kahakili Transect 1_21.tif:mc35,Kahekili,1,M. capitata,1.9,5.2,1.7,1.4,30.6
Kahakili Transect 1_21.tif:mc36,Kahekili,1,M. capitata,4.4,11.4,3.5,1.6,32
Kahakili Transect 1_21.tif:mc37,Kahekili,1,M. capitata,12.1,16.5,5.7,2.7,137.6
Kahakili Transect 1_21.tif:mc38,Kahekili,1,M. capitata,1.4,5.1,2.1,0.8,3.1
Kahakili Transect 1_21.tif:mc4,Kahekili,1,M. capitata,2,5.6,2.1,1.2,132.3
Kahakili Transect 1_21.tif:mc5,Kahekili,1,M. capitata,2.6,6.7,2.6,1.3,148.7
Kahakili Transect 1_21.tif:mc6,Kahekili,1,M. capitata,11.3,16.7,5.3,2.7,160.3
Kahakili Transect 1_21.tif:mc7,Kahekili,1,M. capitata,2.1,6.3,1.9,1.4,152.1
Kahakili Transect 1_21.tif:mc8,Kahekili,1,M. capitata,1.8,8,3.1,0.7,30.4
Kahakili Transect 1_21.tif:mc9,Kahekili,1,M. capitata,1.7,5.3,2,1.1,56.1
Kahakili Transect 1_21.tif:mp1,Kahekili,1,M. patula,2.9,7.6,2.7,1.4,80.9
Kahakili Transect 1_21.tif:mp10,Kahekili,1,M. patula,1.4,4.4,1.6,1.2,178.6
Kahakili Transect 1_21.tif:mp11,Kahekili,1,M. patula,5.5,10.2,3.5,2,85.4
Kahakili Transect 1_21.tif:mp12,Kahekili,1,M. patula,19.8,26.7,5.3,4.8,130.5
Kahakili Transect 1_21.tif:mp13,Kahekili,1,M. patula,1.5,5,1.9,1,173.6
Kahakili Transect 1_21.tif:mp14,Kahekili,1,M. patula,57.3,43.3,11.1,6.6,176.1
Kahakili Transect 1_21.tif:mp15,Kahekili,1,M. patula,2.6,6.3,2.1,1.6,41.3
Kahakili Transect 1_21.tif:mp16,Kahekili,1,M. patula,63.4,38.8,12.4,6.5,129.2
Kahakili Transect 1_21.tif:mp17,Kahekili,1,M. patula,19.1,20,5.6,4.3,149.2
Kahakili Transect 1_21.tif:mp18,Kahekili,1,M. patula,5.5,13.7,5.6,1.2,50.1
Kahakili Transect 1_21.tif:mp2,Kahekili,1,M. patula,35,27.5,8,5.6,123.7
Kahakili Transect 1_21.tif:mp3,Kahekili,1,M. patula,16.5,16.7,5.6,3.8,7.1
Kahakili Transect 1_21.tif:mp4,Kahekili,1,M. patula,3,6.8,2.2,1.8,112
Kahakili Transect 1_21.tif:mp5,Kahekili,1,M. patula,18.7,21.8,6.2,3.8,14.7
Kahakili Transect 1_21.tif:mp6,Kahekili,1,M. patula,302.3,100.8,22.8,16.9,178.3
Kahakili Transect 1_21.tif:mp7,Kahekili,1,M. patula,3,8.2,3.2,1.2,1.7
Kahakili Transect 1_21.tif:mp8,Kahekili,1,M. patula,9.6,14.6,4.7,2.6,66.3
Kahakili Transect 1_21.tif:mp9,Kahekili,1,M. patula,11.3,21.5,6.7,2.2,18.9
Kahakili Transect 1_21.tif:pl1,Kahekili,1,P. lobata,55.6,36.3,12.2,5.8,26.7
Kahakili Transect 1_21.tif:pl10,Kahekili,1,P. lobata,10.2,13.5,5.3,2.4,166.8
Kahakili Transect 1_21.tif:pl2,Kahekili,1,P. lobata,10.1,13.9,5,2.6,32.7
Kahakili Transect 1_21.tif:pl3,Kahekili,1,P. lobata,15.7,19.7,6,3.3,23.4
Kahakili Transect 1_21.tif:pl4,Kahekili,1,P. lobata,112.3,49,14.4,10,16.8
Kahakili Transect 1_21.tif:pl5,Kahekili,1,P. lobata,319.1,113.1,24.6,16.5,41.5
Kahakili Transect 1_21.tif:pl6,Kahekili,1,P. lobata,25,18.5,6,5.3,148.6
Kahakili Transect 1_21.tif:pl7,Kahekili,1,P. lobata,9.7,12.6,5,2.5,21.9
Kahakili Transect 1_21.tif:pl8,Kahekili,1,P. lobata,60.3,29.7,9.8,7.9,162.9
Kahakili Transect 1_21.tif:pl9,Kahekili,1,P. lobata,55.3,34.6,11.4,6.2,141.3
Kahakili Transect 1_21.tif:pm1,Kahekili,1,P. meandrina,4.4,8.5,2.8,2,85.4
Kahakili Transect 1_21.tif:pm2,Kahekili,1,P. meandrina,468,121.4,27.4,21.7,40.1
Kahakili Transect 1_22.tif:mc1,Kahekili,1,M. capitata,4.1,8.8,3.1,1.7,178.3
Kahakili Transect 1_22.tif:mc2,Kahekili,1,M. capitata,5.2,8.7,2.9,2.3,123.8
Kahakili Transect 1_22.tif:mc3,Kahekili,1,M. capitata,2.3,6.2,2.1,1.4,14
Kahakili Transect 1_22.tif:mc4,Kahekili,1,M. capitata,1.3,9.7,3.4,0.5,13.6
Kahakili Transect 1_22.tif:mc5,Kahekili,1,M. capitata,6.7,13.1,5.2,1.7,80.7
Kahakili Transect 1_22.tif:mc6,Kahekili,1,M. capitata,39.6,28.8,8,6.3,93.5
Kahakili Transect 1_22.tif:mc7,Kahekili,1,M. capitata,13,19.8,5.8,2.8,175.7
Kahakili Transect 1_22.tif:mp1,Kahekili,1,M. patula,22.8,24.6,6.5,4.5,2
Kahakili Transect 1_22.tif:mp10,Kahekili,1,M. patula,6,11.7,3.6,2.1,149
Kahakili Transect 1_22.tif:mp11,Kahekili,1,M. patula,5.6,9.6,3.1,2.3,57
Kahakili Transect 1_22.tif:mp12,Kahekili,1,M. patula,3,8,2.5,1.6,131.9
Kahakili Transect 1_22.tif:mp13,Kahekili,1,M. patula,87.7,85.8,16.1,6.9,32.2
Kahakili Transect 1_22.tif:mp14,Kahekili,1,M. patula,7.4,13.7,4.6,2.1,88.2
Kahakili Transect 1_22.tif:mp15,Kahekili,1,M. patula,29.6,36.1,10.1,3.7,97.7
Kahakili Transect 1_22.tif:mp16,Kahekili,1,M. patula,8.7,15.7,3.7,3,4
Kahakili Transect 1_22.tif:mp17,Kahekili,1,M. patula,13.5,22.6,4.5,3.8,63.1
Kahakili Transect 1_22.tif:mp18,Kahekili,1,M. patula,75.5,51.8,11.5,8.4,9.2
Kahakili Transect 1_22.tif:mp19,Kahekili,1,M. patula,0.6,3,1.1,0.7,60.9
Kahakili Transect 1_22.tif:mp2,Kahekili,1,M. patula,21.7,18.3,6.3,4.4,74.3
Kahakili Transect 1_22.tif:mp20,Kahekili,1,M. patula,1.4,4.5,1.6,1.1,79.7
Kahakili Transect 1_22.tif:mp21,Kahekili,1,M. patula,10.6,13.3,5,2.7,103.7
Kahakili Transect 1_22.tif:mp3,Kahekili,1,M. patula,236.5,82.3,21.9,13.8,90.3
Kahakili Transect 1_22.tif:mp4,Kahekili,1,M. patula,84.5,48.9,12.4,8.7,124.7
Kahakili Transect 1_22.tif:mp5,Kahekili,1,M. patula,3.3,7,2.6,1.6,0.5
Kahakili Transect 1_22.tif:mp6,Kahekili,1,M. patula,12.8,17.2,5.5,3,134.3
Kahakili Transect 1_22.tif:mp7,Kahekili,1,M. patula,4.6,12.7,4.8,1.2,44.7
Kahakili Transect 1_22.tif:mp8,Kahekili,1,M. patula,14.8,26.5,8,2.3,134.9
Kahakili Transect 1_22.tif:mp9,Kahekili,1,M. patula,3.9,10.2,3.3,1.5,31.1
Kahakili Transect 1_22.tif:pc1,Kahekili,1,P. compressa,13.3,19.3,6.1,2.8,116.1
Kahakili Transect 1_22.tif:pl1,Kahekili,1,P. lobata,7.1,12.1,4.2,2.2,102.2
Kahakili Transect 1_22.tif:pl2,Kahekili,1,P. lobata,678.5,125.6,33.7,25.7,53.6
Kahakili Transect 1_22.tif:pl3,Kahekili,1,P. lobata,18.7,17.5,6.1,3.9,28.2
Kahakili Transect 1_22.tif:pl4,Kahekili,1,P. lobata,136.2,85.5,18,9.6,14.4
Kahakili Transect 1_22.tif:pl5,Kahekili,1,P. lobata,125,63.7,19.7,8.1,168.8
Kahakili Transect 1_22.tif:pl6,Kahekili,1,P. lobata,338.1,77.1,22.5,19.1,140.3
Kahakili Transect 1_22.tif:pl7,Kahekili,1,P. lobata,332.9,108.6,29.7,14.3,92.2
Kahakili Transect 1_22.tif:pm1,Kahekili,1,P. meandrina,60.6,54.3,11,7,132.9
Kahakili Transect 1_22.tif:pm2,Kahekili,1,P. meandrina,86.9,45.3,12.4,8.9,173.7
Kahakili Transect 1_22.tif:pm3,Kahekili,1,P. meandrina,27,32.7,10.5,3.3,53.2
Kahakili Transect 2_22.tif:mc1,Kahekili,2,M. capitata,2.8,6.3,2,1.8,176.3
Kahakili Transect 2_22.tif:mc10,Kahekili,2,M. capitata,10,11.7,3.7,3.4,40.6
Kahakili Transect 2_22.tif:mc11,Kahekili,2,M. capitata,14.6,18.8,5.5,3.4,151.9
Kahakili Transect 2_22.tif:mc12,Kahekili,2,M. capitata,2.2,6.6,2.1,1.4,40.6
Kahakili Transect 2_22.tif:mc13,Kahekili,2,M. capitata,5.1,9.2,3.5,1.8,153.8
Kahakili Transect 2_22.tif:mc14,Kahekili,2,M. capitata,2.6,6.3,2.1,1.6,177.8
Kahakili Transect 2_22.tif:mc15,Kahekili,2,M. capitata,1.3,4.7,1.9,0.9,150.9
Kahakili Transect 2_22.tif:mc16,Kahekili,2,M. capitata,19.6,30.2,10.1,2.5,171.6
Kahakili Transect 2_22.tif:mc17,Kahekili,2,M. capitata,2.1,6.3,2.2,1.2,173.4
Kahakili Transect 2_22.tif:mc18,Kahekili,2,M. capitata,11.1,15.9,4.2,3.4,65.3
Kahakili Transect 2_22.tif:mc19,Kahekili,2,M. capitata,5.7,11.1,3.5,2.1,4.3
Kahakili Transect 2_22.tif:mc2,Kahekili,2,M. capitata,4.4,8.6,2.7,2.1,165.3
Kahakili Transect 2_22.tif:mc20,Kahekili,2,M. capitata,1.5,5,1.9,1,109.9
Kahakili Transect 2_22.tif:mc21,Kahekili,2,M. capitata,0.9,3.6,1.2,0.9,153.1
Kahakili Transect 2_22.tif:mc22,Kahekili,2,M. capitata,0.5,2.9,1.1,0.5,131.6
Kahakili Transect 2_22.tif:mc23,Kahekili,2,M. capitata,0.8,4.2,1.5,0.7,114.7
Kahakili Transect 2_22.tif:mc24,Kahekili,2,M. capitata,2.9,7,2.8,1.3,5.9
Kahakili Transect 2_22.tif:mc25,Kahekili,2,M. capitata,11.4,18.2,7.5,1.9,65.1
Kahakili Transect 2_22.tif:mc26,Kahekili,2,M. capitata,18.1,19.8,6.2,3.7,160.7
Kahakili Transect 2_22.tif:mc27,Kahekili,2,M. capitata,41,29.7,9.2,5.7,46
Kahakili Transect 2_22.tif:mc28,Kahekili,2,M. capitata,7.5,12.2,4.5,2.1,66.7
Kahakili Transect 2_22.tif:mc29,Kahekili,2,M. capitata,5,8.7,3,2.1,71.8
Kahakili Transect 2_22.tif:mc3,Kahekili,2,M. capitata,28.2,27.1,6.8,5.3,98.5
Kahakili Transect 2_22.tif:mc30,Kahekili,2,M. capitata,40.6,39.5,10.2,5,126.8
Kahakili Transect 2_22.tif:mc31,Kahekili,2,M. capitata,27.5,20.4,6.7,5.3,85.6
Kahakili Transect 2_22.tif:mc32,Kahekili,2,M. capitata,13.1,15.9,5.6,3,141.6
Kahakili Transect 2_22.tif:mc4,Kahekili,2,M. capitata,9.3,13.5,4,2.9,95.2
Kahakili Transect 2_22.tif:mc5,Kahekili,2,M. capitata,269.8,110.2,20.8,16.5,129.3
Kahakili Transect 2_22.tif:mc6,Kahekili,2,M. capitata,23.3,31.8,7.9,3.7,25.6
Kahakili Transect 2_22.tif:mc7,Kahekili,2,M. capitata,5.9,9.9,3.3,2.3,30.1
Kahakili Transect 2_22.tif:mc8,Kahekili,2,M. capitata,5.3,8.9,2.6,2.6,174.3
Kahakili Transect 2_22.tif:mc9,Kahekili,2,M. capitata,0.6,3.1,1.1,0.6,136.1
Kahakili Transect 2_22.tif:mp1,Kahekili,2,M. patula,32.1,29.3,7.3,5.6,138.2
Kahakili Transect 2_22.tif:mp10,Kahekili,2,M. patula,15,15.6,6.2,3.1,96.1
Kahakili Transect 2_22.tif:mp11,Kahekili,2,M. patula,7,12.8,4.3,2,67.3
Kahakili Transect 2_22.tif:mp12,Kahekili,2,M. patula,20.4,25.3,7.4,3.5,128.5
Kahakili Transect 2_22.tif:mp13,Kahekili,2,M. patula,4.5,7.9,2.6,2.3,117.4
Kahakili Transect 2_22.tif:mp2,Kahekili,2,M. patula,9.5,12.5,3.9,3.1,128
Kahakili Transect 2_22.tif:mp3,Kahekili,2,M. patula,21.5,25.9,8.4,3.3,28
Kahakili Transect 2_22.tif:mp4,Kahekili,2,M. patula,171,78.2,16.9,12.9,134.4
Kahakili Transect 2_22.tif:mp5,Kahekili,2,M. patula,4.9,9.7,3.5,1.8,51
Kahakili Transect 2_22.tif:mp6,Kahekili,2,M. patula,3.3,7.5,2.3,1.9,87.2
Kahakili Transect 2_22.tif:mp7,Kahekili,2,M. patula,2.5,6.2,2,1.6,94.1
Kahakili Transect 2_22.tif:mp8,Kahekili,2,M. patula,27,20.8,7.2,4.8,16.2
Kahakili Transect 2_22.tif:mp9,Kahekili,2,M. patula,61.8,50.3,12.1,6.5,33.5
Kahakili Transect 2_22.tif:pl1,Kahekili,2,P. lobata,20.7,24.4,6.7,3.9,72.2
Kahakili Transect 2_22.tif:pl10,Kahekili,2,P. lobata,26.8,28,7.3,4.7,97.5
Kahakili Transect 2_22.tif:pl11,Kahekili,2,P. lobata,234.2,120.5,20.4,14.6,111.7
Kahakili Transect 2_22.tif:pl2,Kahekili,2,P. lobata,571.7,144.1,33,22.1,168.5
