Label,Site,Transect,Species,Area,Perim.,Major,Minor,Angle
Oluwalu_Transect1_16.tif:mc-13,Olowalu,1,M. capitata,3.2,6.6,2.1,1.9,90.5
Oluwalu_Transect1_16.tif:mc-14,Olowalu,1,M. capitata,11.4,13.9,4,3.6,151.6
Oluwalu_Transect1_16.tif:mc-15,Olowalu,1,M. capitata,1.5,6.6,2.1,0.9,83.3
Oluwalu_Transect1_16.tif:mc-16,Olowalu,1,M. capitata,5.1,12.1,3.5,1.8,174.9
Oluwalu_Transect1_16.tif:mc-17,Olowalu,1,M. capitata,10.8,15.7,4,3.4,72.7
Oluwalu_Transect1_16.tif:mc-18,Olowalu,1,M. capitata,47.1,63.9,9.4,6.4,67.2
Oluwalu_Transect1_16.tif:mc-19,Olowalu,1,M. capitata,1.8,5.6,1.8,1.2,152.8
Oluwalu_Transect1_16.tif:mc-2,Olowalu,1,M. capitata,26,50.8,7.8,4.3,82.6
Oluwalu_Transect1_16.tif:mc-20,Olowalu,1,M. capitata,16.1,27.7,6.9,3,108.1
Oluwalu_Transect1_16.tif:mc-21,Olowalu,1,M. capitata,2.4,7.5,1.9,1.6,156.6
Oluwalu_Transect1_16.tif:mc-22,Olowalu,1,M. capitata,0.6,3.2,1.1,0.7,33.5
Oluwalu_Transect1_16.tif:mc-23,Olowalu,1,M. capitata,3.8,12.3,3.2,1.5,20.5
Oluwalu_Transect1_16.tif:mc-24,Olowalu,1,M. capitata,2.1,8.8,3,0.9,115.5
Oluwalu_Transect1_16.tif:mc-25,Olowalu,1,M. capitata,37.3,44.5,9.6,4.9,132.5
Oluwalu_Transect1_16.tif:mc-26,Olowalu,1,M. capitata,2,7.3,1.9,1.3,78
Oluwalu_Transect1_16.tif:mc-27,Olowalu,1,M. capitata,2.4,8.5,2.1,1.5,147.8
Oluwalu_Transect1_16.tif:mc-28,Olowalu,1,M. capitata,2.2,6.5,1.9,1.5,175.7
Oluwalu_Transect1_16.tif:mc-29,Olowalu,1,M. capitata,0.5,2.5,0.9,0.7,13.7
Oluwalu_Transect1_16.tif:mc-3,Olowalu,1,M. capitata,5.1,11.9,3.4,1.9,85.5
Oluwalu_Transect1_16.tif:mc-30,Olowalu,1,M. capitata,81.1,68.7,14.4,7.2,143.9
Oluwalu_Transect1_16.tif:mc-31,Olowalu,1,M. capitata,81.2,91.3,12.3,8.4,101.4
Oluwalu_Transect1_16.tif:mc-32,Olowalu,1,M. capitata,54.7,46.4,10.6,6.6,121.8
Oluwalu_Transect1_16.tif:mc-33,Olowalu,1,M. capitata,5.5,14.5,3.6,1.9,143.8
Oluwalu_Transect1_16.tif:mc-34,Olowalu,1,M. capitata,1,3.9,1.4,0.9,75.7
Oluwalu_Transect1_16.tif:mc-35,Olowalu,1,M. capitata,3.2,6.8,2.5,1.6,147
Oluwalu_Transect1_16.tif:mc-36,Olowalu,1,M. capitata,2.9,11.1,2,1.8,110.7
Oluwalu_Transect1_16.tif:mc-37,Olowalu,1,M. capitata,0.6,3.1,1.2,0.6,147.4
Oluwalu_Transect1_16.tif:mc-38,Olowalu,1,M. capitata,0.4,2.5,1,0.5,45.6
Oluwalu_Transect1_16.tif:mc-39,Olowalu,1,M. capitata,0.9,3.4,1.2,1,98
Oluwalu_Transect1_16.tif:mc-4,Olowalu,1,M. capitata,1.6,4.7,1.6,1.3,161.2
Oluwalu_Transect1_16.tif:mc-40,Olowalu,1,M. capitata,5.7,18.2,3.9,1.8,106.9
Oluwalu_Transect1_16.tif:mc-41,Olowalu,1,M. capitata,2.3,6.7,2.7,1.1,160.2
Oluwalu_Transect1_16.tif:mc-42,Olowalu,1,M. capitata,6.8,16.5,4.7,1.8,162.4
Oluwalu_Transect1_16.tif:mc-43,Olowalu,1,M. capitata,1.3,5.1,1.9,0.8,118
Oluwalu_Transect1_16.tif:mc-44,Olowalu,1,M. capitata,2.6,9.6,2.3,1.4,83
Oluwalu_Transect1_16.tif:mc-45,Olowalu,1,M. capitata,1.3,5.3,2.1,0.8,117.3
Oluwalu_Transect1_16.tif:mc-5,Olowalu,1,M. capitata,6.4,13.1,3.8,2.2,135
Oluwalu_Transect1_16.tif:mc-6,Olowalu,1,M. capitata,1.7,5.3,1.7,1.2,151.5
Oluwalu_Transect1_16.tif:mc-7,Olowalu,1,M. capitata,4.7,11.8,3.2,1.9,127.5
Oluwalu_Transect1_16.tif:mc-8,Olowalu,1,M. capitata,2.9,7.8,3,1.3,91.5
Oluwalu_Transect1_16.tif:mc-9,Olowalu,1,M. capitata,1.6,6.2,2,1.1,61.9
Oluwalu_Transect1_16.tif:mp,Olowalu,1,M. patula,4.1,8.8,2.7,1.9,69.6
Oluwalu_Transect1_16.tif:mp-1,Olowalu,1,M. patula,2.7,9.2,3.1,1.1,22.7
Oluwalu_Transect1_16.tif:mp-10,Olowalu,1,M. patula,1.6,5.2,1.9,1.1,159.4
Oluwalu_Transect1_16.tif:mp-11,Olowalu,1,M. patula,9.6,14.1,5.1,2.4,85.6
Oluwalu_Transect1_16.tif:mp-12,Olowalu,1,M. patula,24.8,46.1,10.4,3,90.5
Oluwalu_Transect1_16.tif:mp-2,Olowalu,1,M. patula,6.8,12.6,4,2.2,128.2
Oluwalu_Transect1_16.tif:mp-3,Olowalu,1,M. patula,22.6,33.3,8,3.6,140.3
Oluwalu_Transect1_16.tif:mp-4,Olowalu,1,M. patula,1.8,7.6,2.7,0.8,74.7
Oluwalu_Transect1_16.tif:mp-5,Olowalu,1,M. patula,14.1,20.2,5.2,3.4,19.4
Oluwalu_Transect1_16.tif:mp-6,Olowalu,1,M. patula,527.5,360.5,28.1,23.9,158
Oluwalu_Transect1_16.tif:mp-7,Olowalu,1,M. patula,1.1,4.4,1.6,0.9,156.4
Oluwalu_Transect1_16.tif:mp-8,Olowalu,1,M. patula,0.8,3.6,1.4,0.8,148.1
Oluwalu_Transect1_16.tif:mp-9,Olowalu,1,M. patula,1.2,4.1,1.5,1.1,178
Oluwalu_Transect1_16.tif:pd,Olowalu,1,P. duerdeni,6.4,12.2,4.2,1.9,178.9
Oluwalu_Transect1_17.tif:mc,Olowalu,1,M. capitata,3.9,8.9,3.4,1.5,10.8
Oluwalu_Transect1_17.tif:mc-1,Olowalu,1,M. capitata,1.2,4.2,1.4,1.1,154.7
Oluwalu_Transect1_17.tif:mc-10,Olowalu,1,M. capitata,11.3,17.8,5.8,2.5,163.3
Oluwalu_Transect1_17.tif:mc-11,Olowalu,1,M. capitata,1.4,4.4,1.6,1.1,94.5
Oluwalu_Transect1_17.tif:mc-12,Olowalu,1,M. capitata,2.6,6.9,2.3,1.4,151.7
Oluwalu_Transect1_17.tif:mc-13,Olowalu,1,M. capitata,8,11.6,3.6,2.8,170.2
Oluwalu_Transect1_17.tif:mc-14,Olowalu,1,M. capitata,0.5,2.7,0.9,0.8,11.4
Oluwalu_Transect1_17.tif:mc-15,Olowalu,1,M. capitata,1.4,5,2.1,0.9,84.5
Oluwalu_Transect1_17.tif:mc-16,Olowalu,1,M. capitata,24,30.9,6.7,4.6,153.4
Oluwalu_Transect1_17.tif:mc-17,Olowalu,1,M. capitata,7.6,15.7,7.1,1.4,108.3
Oluwalu_Transect1_17.tif:mc-18,Olowalu,1,M. capitata,4.6,9.1,3.1,1.9,111.4
Oluwalu_Transect1_17.tif:mc-19,Olowalu,1,M. capitata,18,20.7,5,4.5,153.6
Oluwalu_Transect1_17.tif:mc-2,Olowalu,1,M. capitata,3.4,8.8,3,1.5,164.9
Oluwalu_Transect1_17.tif:mc-20,Olowalu,1,M. capitata,4.1,9.9,3.9,1.3,169.6
Oluwalu_Transect1_17.tif:mc-21,Olowalu,1,M. capitata,124.1,109.9,14.7,10.8,132
Oluwalu_Transect1_17.tif:mc-22,Olowalu,1,M. capitata,2,6.2,2.6,1,88
Oluwalu_Transect1_17.tif:mc-23,Olowalu,1,M. capitata,6.1,10.6,3.3,2.4,68.4
Oluwalu_Transect1_17.tif:mc-24,Olowalu,1,M. capitata,19.1,27.7,7.9,3.1,14.6
Oluwalu_Transect1_17.tif:mc-25,Olowalu,1,M. capitata,7.8,15.5,4,2.5,124.6
Oluwalu_Transect1_17.tif:mc-26,Olowalu,1,M. capitata,19.3,35.3,6.6,3.7,173.1
Oluwalu_Transect1_17.tif:mc-27,Olowalu,1,M. capitata,1.3,4.6,1.8,0.9,132.3
Oluwalu_Transect1_17.tif:mc-28,Olowalu,1,M. capitata,11.6,15.8,4.2,3.5,105.7
Oluwalu_Transect1_17.tif:mc-29,Olowalu,1,M. capitata,1.1,4,1.5,0.9,67.4
Oluwalu_Transect1_17.tif:mc-3,Olowalu,1,M. capitata,6.5,11.3,4,2.1,17.1
Oluwalu_Transect1_17.tif:mc-30,Olowalu,1,M. capitata,7.5,10.8,3.6,2.7,5
Oluwalu_Transect1_17.tif:mc-31,Olowalu,1,M. capitata,12,16.4,5.5,2.8,90.7
Oluwalu_Transect1_17.tif:mc-32,Olowalu,1,M. capitata,2.4,6.3,2.3,1.3,163.5
Oluwalu_Transect1_17.tif:mc-33,Olowalu,1,M. capitata,269.1,167.8,23.6,14.5,151.5
Oluwalu_Transect1_17.tif:mc-34,Olowalu,1,M. capitata,5.6,9.9,3.5,2,114.6
Oluwalu_Transect1_17.tif:mc-35,Olowalu,1,M. capitata,22.8,32.2,5.9,5,105.3
Oluwalu_Transect1_17.tif:mc-36,Olowalu,1,M. capitata,32.3,34.5,10.6,3.9,161.7
Oluwalu_Transect1_17.tif:mc-37,Olowalu,1,M. capitata,3.8,7.5,2.3,2.1,1.1
Oluwalu_Transect1_17.tif:mc-38,Olowalu,1,M. capitata,3.1,6.4,2.2,1.8,164.2
Oluwalu_Transect1_17.tif:mc-39,Olowalu,1,M. capitata,20.5,42.5,8.5,3.1,55.1
Oluwalu_Transect1_17.tif:mc-4,Olowalu,1,M. capitata,1,4.5,1.7,0.8,109.7
Oluwalu_Transect1_17.tif:mc-40,Olowalu,1,M. capitata,2.1,5.4,1.9,1.4,14.7
Oluwalu_Transect1_17.tif:mc-41,Olowalu,1,M. capitata,2.8,6.1,2.3,1.5,15.9
Oluwalu_Transect1_17.tif:mc-42,Olowalu,1,M. capitata,50.4,56.4,8.3,7.8,1.3
Oluwalu_Transect1_17.tif:mc-43,Olowalu,1,M. capitata,5.8,13.6,3.1,2.4,136.5
Oluwalu_Transect1_17.tif:mc-44,Olowalu,1,M. capitata,3.1,6.8,2.4,1.6,157.2
Oluwalu_Transect1_17.tif:mc-45,Olowalu,1,M. capitata,23.3,22.7,6.5,4.6,143.9
Oluwalu_Transect1_17.tif:mc-46,Olowalu,1,M. capitata,28.6,34.6,7.7,4.7,105.9
Oluwalu_Transect1_17.tif:mc-47,Olowalu,1,M. capitata,8.8,15.8,4.6,2.4,80
Oluwalu_Transect1_17.tif:mc-48,Olowalu,1,M. capitata,1.8,5,1.8,1.3,62.7
Oluwalu_Transect1_17.tif:mc-49,Olowalu,1,M. capitata,7.7,18.6,4.5,2.2,159.5
Oluwalu_Transect1_17.tif:mc-5,Olowalu,1,M. capitata,0.6,3.2,1.2,0.6,10.6
Oluwalu_Transect1_17.tif:mc-50,Olowalu,1,M. capitata,0.8,3.2,1,1,166.3
Oluwalu_Transect1_17.tif:mc-51,Olowalu,1,M. capitata,7.3,12.2,3.6,2.6,153.6
Oluwalu_Transect1_17.tif:mc-52,Olowalu,1,M. capitata,9.6,17.9,4.1,3,106.9
Oluwalu_Transect1_17.tif:mc-53,Olowalu,1,M. capitata,6.3,10,3.1,2.6,82.4
Oluwalu_Transect1_17.tif:mc-54,Olowalu,1,M. capitata,3,7.1,2.3,1.6,133.4
Oluwalu_Transect1_17.tif:mc-55,Olowalu,1,M. capitata,16.5,29.9,6.4,3.3,158.6
Oluwalu_Transect1_17.tif:mc-56,Olowalu,1,M. capitata,1.3,4.4,1.4,1.2,121.6
Oluwalu_Transect1_17.tif:mc-57,Olowalu,1,M. capitata,1.2,4.2,1.7,0.9,98
Oluwalu_Transect1_17.tif:mc-58,Olowalu,1,M. capitata,10.3,17.2,4.7,2.8,105
Oluwalu_Transect1_17.tif:mc-59,Olowalu,1,M. capitata,1.7,5.3,2.2,1,103.4
Oluwalu_Transect1_17.tif:mc-6,Olowalu,1,M. capitata,5.1,8.2,2.8,2.3,46.5
Oluwalu_Transect1_17.tif:mc-60,Olowalu,1,M. capitata,4.4,7.8,2.4,2.3,116.9
Oluwalu_Transect1_17.tif:mc-61,Olowalu,1,M. capitata,6.6,14.6,3.6,2.3,60.2
Oluwalu_Transect1_17.tif:mc-62,Olowalu,1,M. capitata,1.4,5.6,2.4,0.7,92.5
Oluwalu_Transect1_17.tif:mc-63,Olowalu,1,M. capitata,4.1,8.1,2.9,1.8,77.1
Oluwalu_Transect1_17.tif:mc-64,Olowalu,1,M. capitata,1.4,4.4,1.6,1.1,3.2
Oluwalu_Transect1_17.tif:mc-65,Olowalu,1,M. capitata,35.2,33.2,7.3,6.2,83.4
Oluwalu_Transect1_17.tif:mc-7,Olowalu,1,M. capitata,1.3,4.7,1.7,1,14.4
Oluwalu_Transect1_17.tif:mc-8,Olowalu,1,M. capitata,8.7,12.2,4.6,2.4,48.1
Oluwalu_Transect1_17.tif:mc-9,Olowalu,1,M. capitata,7.4,12.9,4.5,2.1,9.9
Oluwalu_Transect1_17.tif:mp,Olowalu,1,M. patula,3.3,7.4,2.7,1.5,175.1
Oluwalu_Transect1_17.tif:mp-1,Olowalu,1,M. patula,1.5,4.6,1.6,1.2,18.3
Oluwalu_Transect1_17.tif:mp-10,Olowalu,1,M. patula,2.1,5.9,2.3,1.2,89.4
Oluwalu_Transect1_17.tif:mp-11,Olowalu,1,M. patula,7.4,13.2,4.7,2,177.4
Oluwalu_Transect1_17.tif:mp-12,Olowalu,1,M. patula,4.6,10,3.2,1.9,101.3
Oluwalu_Transect1_17.tif:mp-13,Olowalu,1,M. patula,1,3.7,1.2,1.1,141.3
Oluwalu_Transect1_17.tif:mp-14,Olowalu,1,M. patula,37.9,45.3,9.5,5.1,172.5
Oluwalu_Transect1_17.tif:mp-15,Olowalu,1,M. patula,25.7,36.6,7.1,4.6,108
Oluwalu_Transect1_17.tif:mp-16,Olowalu,1,M. patula,12.9,16.4,5.5,3,95.6
Oluwalu_Transect1_17.tif:mp-17,Olowalu,1,M. patula,0.5,2.8,1,0.7,124.2
Oluwalu_Transect1_17.tif:mp-18,Olowalu,1,M. patula,26.8,40.2,7.8,4.4,31.8
Oluwalu_Transect1_17.tif:mp-19,Olowalu,1,M. patula,36.5,35.7,8.8,5.3,118.4
Oluwalu_Transect1_17.tif:mp-2,Olowalu,1,M. patula,29.1,39.5,9.4,3.9,93.3
Oluwalu_Transect1_17.tif:mp-3,Olowalu,1,M. patula,26.2,33.9,8.6,3.9,130.6
Oluwalu_Transect1_17.tif:mp-4,Olowalu,1,M. patula,10.6,19.6,5.7,2.4,131.2
Oluwalu_Transect1_17.tif:mp-5,Olowalu,1,M. patula,22.3,24.4,6.4,4.4,88.1
Oluwalu_Transect1_17.tif:mp-6,Olowalu,1,M. patula,9.3,12.7,4.3,2.7,160.4
Oluwalu_Transect1_17.tif:mp-7,Olowalu,1,M. patula,4.7,10.5,3,2,49
Oluwalu_Transect1_17.tif:mp-8,Olowalu,1,M. patula,8.7,15.1,4.3,2.6,168
Oluwalu_Transect1_17.tif:mp-9,Olowalu,1,M. patula,61.4,71,15.1,5.2,6.4
Oluwalu_Transect1_18.tif:mc,Olowalu,1,M. capitata,9.8,13.3,4.3,2.9,31.4
Oluwalu_Transect1_18.tif:mc-1,Olowalu,1,M. capitata,1.2,5.6,1.4,1.1,165.6
Oluwalu_Transect1_18.tif:mc-10,Olowalu,1,M. capitata,5.3,9.2,3.1,2.2,38.2
Oluwalu_Transect1_18.tif:mc-11,Olowalu,1,M. capitata,14,23,7,2.5,174.6
Oluwalu_Transect1_18.tif:mc-12,Olowalu,1,M. capitata,74.6,72.5,15.1,6.3,25.5
Oluwalu_Transect1_18.tif:mc-13,Olowalu,1,M. capitata,1,4.7,1.8,0.7,158.5
Oluwalu_Transect1_18.tif:mc-14,Olowalu,1,M. capitata,43.6,69.5,10.6,5.2,111.1
Oluwalu_Transect1_18.tif:mc-15,Olowalu,1,M. capitata,94.8,107.2,14.3,8.4,152.5
Oluwalu_Transect1_18.tif:mc-16,Olowalu,1,M. capitata,6,11.4,3.5,2.2,113.5
Oluwalu_Transect1_18.tif:mc-17,Olowalu,1,M. capitata,28.4,25.1,7.8,4.6,108.3
Oluwalu_Transect1_18.tif:mc-18,Olowalu,1,M. capitata,22,29.1,10.4,2.7,65
Oluwalu_Transect1_18.tif:mc-19,Olowalu,1,M. capitata,17.9,20.9,7,3.3,161.1
Oluwalu_Transect1_18.tif:mc-2,Olowalu,1,M. capitata,82.9,66.7,12.3,8.6,163.5
Oluwalu_Transect1_18.tif:mc-20,Olowalu,1,M. capitata,28.8,42.4,9.9,3.7,130.9
Oluwalu_Transect1_18.tif:mc-21,Olowalu,1,M. capitata,42.6,39.6,10.1,5.4,100.7
Oluwalu_Transect1_18.tif:mc-22,Olowalu,1,M. capitata,6.6,13.6,4.8,1.8,170.1
Oluwalu_Transect1_18.tif:mc-23,Olowalu,1,M. capitata,2.2,7.2,2.4,1.1,92
Oluwalu_Transect1_18.tif:mc-24,Olowalu,1,M. capitata,2.9,8.4,2.3,1.6,47
Oluwalu_Transect1_18.tif:mc-25,Olowalu,1,M. capitata,0.7,3.2,1.1,0.8,7.3
Oluwalu_Transect1_18.tif:mc-26,Olowalu,1,M. capitata,0.6,2.8,1,0.7,166.5
Oluwalu_Transect1_18.tif:mc-27,Olowalu,1,M. capitata,17.8,24.7,5.6,4,138.4
Oluwalu_Transect1_18.tif:mc-28,Olowalu,1,M. capitata,2,6.1,2.2,1.2,75.7
Oluwalu_Transect1_18.tif:mc-29,Olowalu,1,M. capitata,0.7,3.4,1.4,0.6,4.4
Oluwalu_Transect1_18.tif:mc-3,Olowalu,1,M. capitata,1.4,5.4,1.8,0.9,105.3
Oluwalu_Transect1_18.tif:mc-30,Olowalu,1,M. capitata,5.1,11,4.4,1.5,152.1
Oluwalu_Transect1_18.tif:mc-31,Olowalu,1,M. capitata,14.1,17.6,4.7,3.8,102.3
Oluwalu_Transect1_18.tif:mc-32,Olowalu,1,M. capitata,1.3,5.4,1.7,1,13.5
Oluwalu_Transect1_18.tif:mc-33,Olowalu,1,M. capitata,12.5,15.2,5.7,2.8,109.6
Oluwalu_Transect1_18.tif:mc-34,Olowalu,1,M. capitata,8.8,12.9,4.7,2.4,38.4
Oluwalu_Transect1_18.tif:mc-35,Olowalu,1,M. capitata,6.1,10.9,2.9,2.7,116.4
Oluwalu_Transect1_18.tif:mc-36,Olowalu,1,M. capitata,16.2,17.4,6,3.5,11
Oluwalu_Transect1_18.tif:mc-37,Olowalu,1,M. capitata,1.7,8.8,2.3,0.9,170.6
Oluwalu_Transect1_18.tif:mc-38,Olowalu,1,M. capitata,1.4,4.2,1.4,1.3,142
Oluwalu_Transect1_18.tif:mc-39,Olowalu,1,M. capitata,1.6,5.2,1.8,1.1,103.2
Oluwalu_Transect1_18.tif:mc-4,Olowalu,1,M. capitata,2.4,6.5,2.5,1.2,69.8
Oluwalu_Transect1_18.tif:mc-40,Olowalu,1,M. capitata,0.9,3.7,1.4,0.8,123.4
Oluwalu_Transect1_18.tif:mc-41,Olowalu,1,M. capitata,0.9,4.1,1.6,0.7,133.5
Oluwalu_Transect1_18.tif:mc-42,Olowalu,1,M. capitata,0.4,2.3,0.8,0.6,143.9
Oluwalu_Transect1_18.tif:mc-43,Olowalu,1,M. capitata,86,77.9,13.5,8.1,49.3
Oluwalu_Transect1_18.tif:mc-44,Olowalu,1,M. capitata,40.9,58.5,9.4,5.5,83.6
Oluwalu_Transect1_18.tif:mc-45,Olowalu,1,M. capitata,0.6,3,1.2,0.6,52.7
Oluwalu_Transect1_18.tif:mc-46,Olowalu,1,M. capitata,2.4,6.8,2.3,1.3,115
Oluwalu_Transect1_18.tif:mc-47,Olowalu,1,M. capitata,0.8,3.9,1.6,0.7,22.9
Oluwalu_Transect1_18.tif:mc-48,Olowalu,1,M. capitata,2,7.8,3.1,0.8,139.6
Oluwalu_Transect1_18.tif:mc-49,Olowalu,1,M. capitata,5.2,9.1,2.8,2.4,45.7
Oluwalu_Transect1_18.tif:mc-5,Olowalu,1,M. capitata,20.6,23.3,6.5,4,7.4
Oluwalu_Transect1_18.tif:mc-50,Olowalu,1,M. capitata,18.5,24.2,6.6,3.6,156.4
Oluwalu_Transect1_18.tif:mc-51,Olowalu,1,M. capitata,1.8,5.5,1.8,1.3,28.3
Oluwalu_Transect1_18.tif:mc-52,Olowalu,1,M. capitata,2.7,10.2,4.2,0.8,172.6
Oluwalu_Transect1_18.tif:mc-53,Olowalu,1,M. capitata,4.4,11.3,4,1.4,137.6
Oluwalu_Transect1_18.tif:mc-54,Olowalu,1,M. capitata,0.3,2.2,0.8,0.6,170.8
Oluwalu_Transect1_18.tif:mc-55,Olowalu,1,M. capitata,11.2,14,4.1,3.5,102.9
Oluwalu_Transect1_18.tif:mc-56,Olowalu,1,M. capitata,1.3,4.1,1.4,1.1,136.1
Oluwalu_Transect1_18.tif:mc-57,Olowalu,1,M. capitata,1,3.7,1.4,0.9,143.1
Oluwalu_Transect1_18.tif:mc-58,Olowalu,1,M. capitata,10.2,18.6,6,2.2,128.2
Oluwalu_Transect1_18.tif:mc-59,Olowalu,1,M. capitata,81.9,55.2,14.6,7.1,9.4
Oluwalu_Transect1_18.tif:mc-6,Olowalu,1,M. capitata,1.7,4.9,1.7,1.3,121.1
Oluwalu_Transect1_18.tif:mc-60,Olowalu,1,M. capitata,1.3,5.1,1.3,1.3,20.2
Oluwalu_Transect1_18.tif:mc-61,Olowalu,1,M. capitata,2.5,8,2.1,1.5,138
Oluwalu_Transect1_18.tif:mc-7,Olowalu,1,M. capitata,54.4,36.7,9.9,7,37.3
Oluwalu_Transect1_18.tif:mc-8,Olowalu,1,M. capitata,22.8,31.6,7.5,3.9,5.1
Oluwalu_Transect1_18.tif:mc-9,Olowalu,1,M. capitata,0.5,2.6,0.9,0.7,148.8
Oluwalu_Transect1_18.tif:pd,Olowalu,1,P. duerdeni,7.7,13.4,4.4,2.2,124.6
Oluwalu_Transect1_18.tif:pd-1,Olowalu,1,P. duerdeni,1.2,5.4,2.1,0.7,46.9
Oluwalu_Transect1_18.tif:pd-10,Olowalu,1,P. duerdeni,1,3.8,1.4,0.9,15.3
Oluwalu_Transect1_18.tif:pd-11,Olowalu,1,P. duerdeni,3.6,7.6,2.2,2.1,158.8
Oluwalu_Transect1_18.tif:pd-12,Olowalu,1,P. duerdeni,0.6,4.3,2.1,0.4,25.9
Oluwalu_Transect1_18.tif:pd-13,Olowalu,1,P. duerdeni,2.7,9.1,3.3,1,43.5
Oluwalu_Transect1_18.tif:pd-14,Olowalu,1,P. duerdeni,0.8,3.4,1.2,0.9,38.2
Oluwalu_Transect1_18.tif:pd-15,Olowalu,1,P. duerdeni,6.4,17.4,4.5,1.8,112.2
Oluwalu_Transect1_18.tif:pd-16,Olowalu,1,P. duerdeni,1.5,5.9,1.6,1.2,62.5
Oluwalu_Transect1_18.tif:pd-17,Olowalu,1,P. duerdeni,2,7.4,2.8,0.9,70.5
Oluwalu_Transect1_18.tif:pd-18,Olowalu,1,P. duerdeni,18.2,35.7,7,3.3,161.6
Oluwalu_Transect1_18.tif:pd-19,Olowalu,1,P. duerdeni,1.2,4.3,1.6,1,173.9
Oluwalu_Transect1_18.tif:pd-2,Olowalu,1,P. duerdeni,10.4,20.1,5.1,2.6,10.2
Oluwalu_Transect1_18.tif:pd-20,Olowalu,1,P. duerdeni,2.1,6.2,2.2,1.2,15.1
Oluwalu_Transect1_18.tif:pd-21,Olowalu,1,P. duerdeni,10.1,16.3,4.2,3.1,84.6
Oluwalu_Transect1_18.tif:pd-22,Olowalu,1,P. duerdeni,2.7,6.9,2.4,1.4,25.4
Oluwalu_Transect1_18.tif:pd-23,Olowalu,1,P. duerdeni,9.3,21,4.5,2.6,163.1
Oluwalu_Transect1_18.tif:pd-24,Olowalu,1,P. duerdeni,3.5,8.5,3.1,1.4,105.9
Oluwalu_Transect1_18.tif:pd-25,Olowalu,1,P. duerdeni,3.2,8.8,2.7,1.5,67.7
Oluwalu_Transect1_18.tif:pd-26,Olowalu,1,P. duerdeni,0.8,3.2,1,1,0.5
Oluwalu_Transect1_18.tif:pd-27,Olowalu,1,P. duerdeni,11.3,15.2,5.3,2.7,81.9
Oluwalu_Transect1_18.tif:pd-28,Olowalu,1,P. duerdeni,1.6,4.9,1.8,1.2,47
Oluwalu_Transect1_18.tif:pd-29,Olowalu,1,P. duerdeni,2.5,9.9,2.2,1.4,146.8
Oluwalu_Transect1_18.tif:pd-3,Olowalu,1,P. duerdeni,2.3,5.9,2.1,1.4,59.9
Oluwalu_Transect1_18.tif:pd-30,Olowalu,1,P. duerdeni,6.1,14.1,3.3,2.3,123
Oluwalu_Transect1_18.tif:pd-31,Olowalu,1,P. duerdeni,2.1,7.2,2.5,1.1,113
Oluwalu_Transect1_18.tif:pd-32,Olowalu,1,P. duerdeni,0.9,3.7,1.5,0.8,17.8
Oluwalu_Transect1_18.tif:pd-33,Olowalu,1,P. duerdeni,9.6,11.9,3.9,3.1,152.1
Oluwalu_Transect1_18.tif:pd-34,Olowalu,1,P. duerdeni,0.6,2.8,0.9,0.9,143.8
Oluwalu_Transect1_18.tif:pd-4,Olowalu,1,P. duerdeni,5.4,15.2,3.2,2.2,141
Oluwalu_Transect1_18.tif:pd-5,Olowalu,1,P. duerdeni,4.7,10.1,3,2,3.5
Oluwalu_Transect1_18.tif:pd-6,Olowalu,1,P. duerdeni,0.7,4,1.3,0.7,73.3
Oluwalu_Transect1_18.tif:pd-7,Olowalu,1,P. duerdeni,1.3,4.6,1.6,1,80.4
Oluwalu_Transect1_18.tif:pd-8,Olowalu,1,P. duerdeni,2.8,8.4,3.3,1.1,82.1
Oluwalu_Transect1_18.tif:pd-9,Olowalu,1,P. duerdeni,1.9,7,2.1,1.2,82.2
Oluwalu_Transect1_19.tif:mc,Olowalu,1,M. capitata,104.5,51.8,15.5,8.6,165
Oluwalu_Transect1_19.tif:mc-1,Olowalu,1,M. capitata,3.2,8.4,3,1.4,23.9
Oluwalu_Transect1_19.tif:mc-10,Olowalu,1,M. capitata,15.1,36.4,10.2,1.9,166.3
Oluwalu_Transect1_19.tif:mc-11,Olowalu,1,M. capitata,86.1,43.3,12.4,8.8,170.6
Oluwalu_Transect1_19.tif:mc-12,Olowalu,1,M. capitata,98,76.1,15.2,8.2,27
Oluwalu_Transect1_19.tif:mc-13,Olowalu,1,M. capitata,5.4,9.2,2.7,2.6,76.8
Oluwalu_Transect1_19.tif:mc-2,Olowalu,1,M. capitata,148.5,80.9,15.6,12.1,79.6
Oluwalu_Transect1_19.tif:mc-3,Olowalu,1,M. capitata,7.7,14.3,4.1,2.4,166.5
Oluwalu_Transect1_19.tif:mc-4,Olowalu,1,M. capitata,5.7,13.1,3.6,2,160.2
Oluwalu_Transect1_19.tif:mc-5,Olowalu,1,M. capitata,12,17.8,5.6,2.7,50.7
Oluwalu_Transect1_19.tif:mc-6,Olowalu,1,M. capitata,70.8,49.5,9.9,9.1,25.2
Oluwalu_Transect1_19.tif:mc-7,Olowalu,1,M. capitata,115.4,50,15.8,9.3,163.6
Oluwalu_Transect1_19.tif:mc-8,Olowalu,1,M. capitata,64.1,43.2,11,7.4,84.1
Oluwalu_Transect1_19.tif:mc-9,Olowalu,1,M. capitata,25.8,23.5,6.7,4.9,4.4
Oluwalu_Transect1_19.tif:mp,Olowalu,1,M. patula,6,13.4,3.8,2,77.1
